order_id,seller_state,customer_state,seller_region,customer_region,shipping_distance_band,shipping_zone,estimated_delivery_days,actual_delivery_days,delivery_delay_days,late_delivery_flag,shipping_cost_usd,scenario_name
order_0003853,NY,IL,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,11.5,baseline
order_0003854,HI,TX,West,South,remote,zone_4,11,11.0,0.0,False,13.76,baseline
order_0003855,NY,CA,Northeast,West,cross_region,zone_3,9,8.0,0.0,False,7.81,baseline
order_0003856,DC,FL,South,South,same_region,zone_2,7,7.0,0.0,False,12.53,baseline
order_0003857,WY,MS,West,South,cross_region,zone_3,10,,,False,17.64,baseline
order_0003858,TN,TX,South,South,same_region,zone_2,7,11.0,4.0,True,33.99,baseline
order_0003859,NM,KY,West,South,cross_region,zone_3,9,9.0,0.0,False,7.35,baseline
order_0003860,IN,GA,Midwest,South,cross_region,zone_3,10,9.0,0.0,False,20.04,baseline
order_0003861,GA,ND,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.11,baseline
order_0003862,FL,AZ,South,West,cross_region,zone_3,9,8.0,0.0,False,25.81,baseline
order_0003863,ID,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.5,baseline
order_0003864,AZ,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,9.61,baseline
order_0003865,WA,NY,West,Northeast,cross_region,zone_3,9,11.0,2.0,True,18.89,baseline
order_0003866,LA,FL,South,South,same_region,zone_2,7,7.0,0.0,False,5.86,baseline
order_0003867,NE,TX,Midwest,South,cross_region,zone_3,9,,,False,24.05,baseline
order_0003868,TX,UT,South,West,cross_region,zone_3,8,8.0,0.0,False,8.57,baseline
order_0003869,IL,GA,Midwest,South,cross_region,zone_3,8,8.0,0.0,False,26.12,baseline
order_0003870,CA,CA,West,West,same_state,zone_1,4,4.0,0.0,False,4.82,baseline
order_0003871,SD,NY,Midwest,Northeast,cross_region,zone_3,9,9.0,0.0,False,9.79,baseline
order_0003872,FL,TX,South,South,same_region,zone_2,8,8.0,0.0,False,5.64,baseline
order_0003873,FL,CA,South,West,cross_region,zone_3,9,,,False,7.39,baseline
order_0003874,CA,NJ,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.23,baseline
order_0003875,PA,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,7.53,baseline
order_0003876,CA,UT,West,West,same_region,zone_2,8,8.0,0.0,False,5.34,baseline
order_0003877,FL,IN,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,8.53,baseline
order_0003878,CA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,28.16,baseline
order_0003879,NH,NC,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,27.61,baseline
order_0003880,NH,NE,Northeast,Midwest,cross_region,zone_3,10,10.0,0.0,False,13.02,baseline
order_0003881,CA,PA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,9.82,baseline
order_0003882,IN,CA,Midwest,West,cross_region,zone_3,9,9.0,0.0,False,35.64,baseline
order_0003883,NJ,SC,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,16.0,baseline
order_0003884,FL,ID,South,West,cross_region,zone_3,9,8.0,0.0,False,8.48,baseline
order_0003885,ND,AL,Midwest,South,cross_region,zone_3,10,10.0,0.0,False,10.89,baseline
order_0003886,CA,MI,West,Midwest,cross_region,zone_3,9,10.0,1.0,True,8.51,baseline
order_0003887,TX,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,24.06,baseline
order_0003888,NJ,UT,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,9.11,baseline
order_0003889,HI,FL,West,South,remote,zone_4,12,11.0,0.0,False,31.14,baseline
order_0003890,TN,GA,South,South,same_region,zone_2,7,6.0,0.0,False,12.67,baseline
order_0003891,NM,OR,West,West,same_region,zone_2,8,7.0,0.0,False,6.23,baseline
order_0003892,CA,RI,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.01,baseline
order_0003893,TX,KY,South,South,same_region,zone_2,7,7.0,0.0,False,5.15,baseline
order_0003894,OR,GA,West,South,cross_region,zone_3,9,9.0,0.0,False,26.48,baseline
order_0003895,FL,PA,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,10.42,baseline
order_0003896,HI,GA,West,South,remote,zone_4,12,12.0,0.0,False,12.88,baseline
order_0003897,OR,FL,West,South,cross_region,zone_3,9,11.0,2.0,True,7.93,baseline
order_0003898,OH,IL,Midwest,Midwest,same_region,zone_2,8,10.0,2.0,True,31.33,baseline
order_0003899,MA,MN,Northeast,Midwest,cross_region,zone_3,9,,,False,20.17,baseline
order_0003900,CA,SC,West,South,cross_region,zone_3,9,8.0,0.0,False,8.45,baseline
order_0003901,IL,TX,Midwest,South,cross_region,zone_3,9,11.0,2.0,True,37.69,baseline
order_0003902,VA,VA,South,South,same_state,zone_1,6,6.0,0.0,False,12.21,baseline
order_0003903,TX,TN,South,South,same_region,zone_2,8,7.0,0.0,False,23.0,baseline
order_0003904,NY,FL,Northeast,South,cross_region,zone_3,8,8.0,0.0,False,18.07,baseline
order_0003905,CA,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,16.81,baseline
order_0003906,MA,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,16.83,baseline
order_0003907,IL,GA,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,10.43,baseline
order_0003908,CA,NY,West,Northeast,cross_region,zone_3,10,,,False,18.69,baseline
order_0003909,WV,TX,South,South,same_region,zone_2,7,7.0,0.0,False,19.22,baseline
order_0003910,AR,MS,South,South,same_region,zone_2,7,6.0,0.0,False,5.12,baseline
order_0003911,OH,NY,Midwest,Northeast,cross_region,zone_3,9,14.0,5.0,True,7.94,baseline
order_0003912,MO,MT,Midwest,West,cross_region,zone_3,10,9.0,0.0,False,8.54,baseline
order_0003913,GA,IN,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,18.31,baseline
order_0003914,TX,HI,South,West,remote,zone_4,12,11.0,0.0,False,12.01,baseline
order_0003915,HI,PA,West,Northeast,remote,zone_4,12,17.0,5.0,True,39.95,baseline
order_0003916,WA,PA,West,Northeast,cross_region,zone_3,9,8.0,0.0,False,7.72,baseline
order_0003917,PA,CA,Northeast,West,cross_region,zone_3,10,,,False,15.96,baseline
order_0003918,NV,CA,West,West,same_region,zone_2,7,7.0,0.0,False,6.08,baseline
order_0003919,AL,ND,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.07,baseline
order_0003920,IL,VT,Midwest,Northeast,cross_region,zone_3,8,8.0,0.0,False,44.23,baseline
order_0003921,CA,OK,West,South,cross_region,zone_3,9,9.0,0.0,False,18.6,baseline
order_0003922,NY,VA,Northeast,South,cross_region,zone_3,8,8.0,0.0,False,16.06,baseline
order_0003923,NH,IA,Northeast,Midwest,cross_region,zone_3,9,14.0,5.0,True,7.64,baseline
order_0003924,PA,KY,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,8.09,baseline
order_0003925,FL,GA,South,South,same_region,zone_2,7,7.0,0.0,False,6.35,baseline
order_0003926,RI,IL,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,9.22,baseline
order_0003927,NY,KY,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,9.11,baseline
order_0003928,NY,AK,Northeast,West,remote,zone_4,12,12.0,0.0,False,11.88,baseline
order_0003929,PA,CA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,22.06,baseline
order_0003930,PA,FL,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,7.98,baseline
order_0003931,FL,IN,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,7.89,baseline
order_0003932,PA,FL,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,9.43,baseline
order_0003933,NY,NC,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,15.96,baseline
order_0003934,NJ,NY,Northeast,Northeast,same_region,zone_2,7,,,False,4.93,baseline
order_0003935,ME,GA,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,7.78,baseline
order_0003936,OR,IL,West,Midwest,cross_region,zone_3,9,13.0,4.0,True,7.39,baseline
order_0003937,NY,IL,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.25,baseline
order_0003938,MI,NY,Midwest,Northeast,cross_region,zone_3,9,9.0,0.0,False,43.4,baseline
order_0003939,OH,CA,Midwest,West,cross_region,zone_3,9,8.0,0.0,False,30.41,baseline
order_0003940,WV,PA,South,Northeast,cross_region,zone_3,9,14.0,5.0,True,7.96,baseline
order_0003941,CA,TN,West,South,cross_region,zone_3,9,9.0,0.0,False,19.39,baseline
order_0003942,OR,MA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,25.79,baseline
order_0003943,FL,NY,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,18.38,baseline
order_0003944,CA,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.02,baseline
order_0003945,CA,CA,West,West,same_state,zone_1,6,5.0,0.0,False,22.16,baseline
order_0003946,TX,CA,South,West,cross_region,zone_3,9,9.0,0.0,False,27.96,baseline
order_0003947,FL,DC,South,South,same_region,zone_2,7,7.0,0.0,False,6.31,baseline
order_0003948,KY,MI,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,10.05,baseline
order_0003949,MT,AL,West,South,cross_region,zone_3,9,8.0,0.0,False,8.88,baseline
order_0003950,ND,PA,Midwest,Northeast,cross_region,zone_3,9,10.0,1.0,True,16.29,baseline
order_0003951,NM,NE,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,7.27,baseline
order_0003952,PA,GA,Northeast,South,cross_region,zone_3,10,10.0,0.0,False,17.86,baseline
order_0003953,FL,ID,South,West,cross_region,zone_3,9,13.0,4.0,True,7.3,baseline
order_0003954,AZ,MI,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,18.04,baseline
order_0003955,CT,ND,Northeast,Midwest,cross_region,zone_3,9,12.0,3.0,True,7.82,baseline
order_0003956,OH,GA,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,13.75,baseline
order_0003957,HI,TX,West,South,remote,zone_4,11,16.0,5.0,True,13.21,baseline
order_0003958,FL,ID,South,West,cross_region,zone_3,9,8.0,0.0,False,9.29,baseline
order_0003959,NC,UT,South,West,cross_region,zone_3,9,8.0,0.0,False,7.9,baseline
order_0003960,GA,NM,South,West,cross_region,zone_3,10,10.0,0.0,False,8.84,baseline
order_0003961,HI,IN,West,Midwest,remote,zone_4,11,14.0,3.0,True,12.66,baseline
order_0003962,WA,OH,West,Midwest,cross_region,zone_3,8,8.0,0.0,False,8.19,baseline
order_0003963,TX,OH,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,7.85,baseline
order_0003964,NH,CO,Northeast,West,cross_region,zone_3,9,,,False,9.55,baseline
order_0003965,ID,FL,West,South,cross_region,zone_3,9,,,False,15.74,baseline
order_0003966,FL,IL,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,9.42,baseline
order_0003967,CA,IL,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.07,baseline
order_0003968,NY,NY,Northeast,Northeast,same_state,zone_1,5,5.0,0.0,False,8.82,baseline
order_0003969,GA,TN,South,South,same_region,zone_2,7,7.0,0.0,False,21.55,baseline
order_0003970,MA,NY,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,5.87,baseline
order_0003971,NM,MO,West,Midwest,cross_region,zone_3,10,10.0,0.0,False,10.19,baseline
order_0003972,LA,FL,South,South,same_region,zone_2,6,5.0,0.0,False,7.19,baseline
order_0003973,CA,MI,West,Midwest,cross_region,zone_3,10,10.0,0.0,False,18.85,baseline
order_0003974,FL,TX,South,South,same_region,zone_2,6,5.0,0.0,False,13.59,baseline
order_0003975,PA,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,10.18,baseline
order_0003976,GA,CT,South,Northeast,cross_region,zone_3,10,9.0,0.0,False,7.98,baseline
order_0003977,CA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,7.14,baseline
order_0003978,NH,PA,Northeast,Northeast,same_region,zone_2,7,10.0,3.0,True,18.37,baseline
order_0003979,MT,CA,West,West,same_region,zone_2,6,5.0,0.0,False,5.55,baseline
order_0003980,IL,MT,Midwest,West,cross_region,zone_3,9,8.0,0.0,False,9.06,baseline
order_0003981,CA,OK,West,South,cross_region,zone_3,9,,,False,31.71,baseline
order_0003982,NY,GA,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,21.97,baseline
order_0003983,VT,OH,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,9.18,baseline
order_0003984,DC,ID,South,West,cross_region,zone_3,9,9.0,0.0,False,7.59,baseline
order_0003985,TX,GA,South,South,same_region,zone_2,7,7.0,0.0,False,5.65,baseline
order_0003986,ID,NJ,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.79,baseline
order_0003987,MN,AL,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,10.72,baseline
order_0003988,NJ,FL,Northeast,South,cross_region,zone_3,9,,,False,17.23,baseline
order_0003989,AR,MI,South,Midwest,cross_region,zone_3,9,8.0,0.0,False,15.67,baseline
order_0003990,CA,NY,West,Northeast,cross_region,zone_3,8,7.0,0.0,False,9.71,baseline
order_0003991,CT,IL,Northeast,Midwest,cross_region,zone_3,8,7.0,0.0,False,16.22,baseline
order_0003992,TX,MA,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.8,baseline
order_0003993,NJ,MO,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,42.23,baseline
order_0003994,GA,UT,South,West,cross_region,zone_3,9,14.0,5.0,True,8.17,baseline
order_0003995,FL,GA,South,South,same_region,zone_2,7,7.0,0.0,False,20.49,baseline
order_0003996,CA,CA,West,West,same_state,zone_1,5,5.0,0.0,False,16.46,baseline
order_0003997,OR,CT,West,Northeast,cross_region,zone_3,9,13.0,4.0,True,22.66,baseline
order_0003998,NY,CA,Northeast,West,cross_region,zone_3,9,9.0,0.0,False,7.61,baseline
order_0003999,FL,CA,South,West,cross_region,zone_3,8,12.0,4.0,True,17.36,baseline
order_0004000,WA,CA,West,West,same_region,zone_2,7,7.0,0.0,False,7.07,baseline
order_0004001,WA,MI,West,Midwest,cross_region,zone_3,8,8.0,0.0,False,7.91,baseline
order_0004002,WY,FL,West,South,cross_region,zone_3,9,,,False,8.69,baseline
order_0004003,NY,TX,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,36.21,baseline
order_0004004,CA,FL,West,South,cross_region,zone_3,9,9.0,0.0,False,36.62,baseline
order_0004005,NY,TX,Northeast,South,cross_region,zone_3,10,9.0,0.0,False,20.3,baseline
order_0004006,AR,AR,South,South,same_state,zone_1,6,,,False,4.37,baseline
order_0004007,FL,SD,South,Midwest,cross_region,zone_3,9,8.0,0.0,False,15.31,baseline
order_0004008,WA,NY,West,Northeast,cross_region,zone_3,8,,,False,31.57,baseline
order_0004009,OR,MI,West,Midwest,cross_region,zone_3,9,,,False,8.32,baseline
order_0004010,TX,DC,South,South,same_region,zone_2,7,7.0,0.0,False,6.29,baseline
order_0004011,IL,SD,Midwest,Midwest,same_region,zone_2,6,6.0,0.0,False,17.96,baseline
order_0004012,AR,AR,South,South,same_state,zone_1,5,5.0,0.0,False,7.82,baseline
order_0004013,NE,OR,Midwest,West,cross_region,zone_3,9,8.0,0.0,False,8.29,baseline
order_0004014,CA,TX,West,South,cross_region,zone_3,9,11.0,2.0,True,16.76,baseline
order_0004015,GA,MI,South,Midwest,cross_region,zone_3,10,9.0,0.0,False,18.54,baseline
order_0004016,VA,FL,South,South,same_region,zone_2,7,8.0,1.0,True,35.75,baseline
order_0004017,AZ,FL,West,South,cross_region,zone_3,9,14.0,5.0,True,21.75,baseline
order_0004018,CA,NJ,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.88,baseline
order_0004019,FL,TX,South,South,same_region,zone_2,7,6.0,0.0,False,13.36,baseline
order_0004020,NJ,TX,Northeast,South,cross_region,zone_3,10,10.0,0.0,False,10.09,baseline
order_0004021,FL,IA,South,Midwest,cross_region,zone_3,8,10.0,2.0,True,8.46,baseline
order_0004022,GA,CA,South,West,cross_region,zone_3,9,8.0,0.0,False,25.58,baseline
order_0004023,NY,MI,Northeast,Midwest,cross_region,zone_3,10,10.0,0.0,False,8.67,baseline
order_0004024,LA,CA,South,West,cross_region,zone_3,8,8.0,0.0,False,15.46,baseline
order_0004025,TN,GA,South,South,same_region,zone_2,6,5.0,0.0,False,5.66,baseline
order_0004026,TX,TX,South,South,same_state,zone_1,5,5.0,0.0,False,9.92,baseline
order_0004027,TX,RI,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,8.36,baseline
order_0004028,TX,IL,South,Midwest,cross_region,zone_3,8,8.0,0.0,False,15.8,baseline
order_0004029,OK,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,16.38,baseline
order_0004030,CA,RI,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,34.86,baseline
order_0004031,WI,PA,Midwest,Northeast,cross_region,zone_3,8,8.0,0.0,False,8.56,baseline
order_0004032,TN,CA,South,West,cross_region,zone_3,8,8.0,0.0,False,9.68,baseline
order_0004033,NY,NY,Northeast,Northeast,same_state,zone_1,5,5.0,0.0,False,4.24,baseline
order_0004034,CT,TX,Northeast,South,cross_region,zone_3,10,10.0,0.0,False,9.8,baseline
order_0004035,OR,UT,West,West,same_region,zone_2,7,7.0,0.0,False,11.36,baseline
order_0004036,DE,CA,South,West,cross_region,zone_3,9,13.0,4.0,True,15.88,baseline
order_0004037,NH,TX,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,7.73,baseline
order_0004038,FL,UT,South,West,cross_region,zone_3,9,9.0,0.0,False,8.29,baseline
order_0004039,CA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,8.73,baseline
order_0004040,IL,TX,Midwest,South,cross_region,zone_3,10,9.0,0.0,False,21.1,baseline
order_0004041,NV,HI,West,West,same_region,zone_2,6,6.0,0.0,False,11.86,baseline
order_0004042,NY,PA,Northeast,Northeast,same_region,zone_2,7,,,False,5.89,baseline
order_0004043,CA,CA,West,West,same_state,zone_1,5,4.0,0.0,False,19.79,baseline
order_0004044,AK,CA,West,West,same_region,zone_2,7,7.0,0.0,False,5.74,baseline
order_0004045,NY,MI,Northeast,Midwest,cross_region,zone_3,9,9.0,0.0,False,27.2,baseline
order_0004046,CA,VT,West,Northeast,cross_region,zone_3,9,8.0,0.0,False,26.51,baseline
order_0004047,NJ,OH,Northeast,Midwest,cross_region,zone_3,9,12.0,3.0,True,9.46,baseline
order_0004048,TX,OH,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,8.86,baseline
order_0004049,IL,MS,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,20.17,baseline
order_0004050,IN,NC,Midwest,South,cross_region,zone_3,8,7.0,0.0,False,19.91,baseline
order_0004051,TX,NE,South,Midwest,cross_region,zone_3,9,8.0,0.0,False,10.19,baseline
order_0004052,LA,TN,South,South,same_region,zone_2,7,7.0,0.0,False,6.42,baseline
order_0004053,AL,OH,South,Midwest,cross_region,zone_3,9,10.0,1.0,True,7.82,baseline
order_0004054,TX,OH,South,Midwest,cross_region,zone_3,9,9.0,0.0,False,14.21,baseline
order_0004055,FL,TX,South,South,same_region,zone_2,7,6.0,0.0,False,6.29,baseline
order_0004056,NJ,OR,Northeast,West,cross_region,zone_3,10,10.0,0.0,False,18.37,baseline
order_0004057,MS,WV,South,South,same_region,zone_2,7,7.0,0.0,False,11.17,baseline
order_0004058,CA,WV,West,South,cross_region,zone_3,10,10.0,0.0,False,48.33,baseline
order_0004059,OH,MI,Midwest,Midwest,same_region,zone_2,7,10.0,3.0,True,18.26,baseline
order_0004060,NM,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,14.04,baseline
order_0004061,NJ,FL,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,8.09,baseline
order_0004062,NJ,GA,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,15.61,baseline
order_0004063,OR,KY,West,South,cross_region,zone_3,9,9.0,0.0,False,8.29,baseline
order_0004064,AR,MS,South,South,same_region,zone_2,8,8.0,0.0,False,5.58,baseline
order_0004065,IL,FL,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,8.53,baseline
order_0004066,KS,FL,Midwest,South,cross_region,zone_3,9,,,False,20.97,baseline
order_0004067,PA,FL,Northeast,South,cross_region,zone_3,9,,,False,9.91,baseline
order_0004068,TX,TX,South,South,same_state,zone_1,5,5.0,0.0,False,20.37,baseline
order_0004069,TN,KY,South,South,same_region,zone_2,7,7.0,0.0,False,10.05,baseline
order_0004070,NY,CA,Northeast,West,cross_region,zone_3,10,10.0,0.0,False,17.58,baseline
order_0004071,MO,TX,Midwest,South,cross_region,zone_3,10,,,False,43.4,baseline
order_0004072,HI,CA,West,West,same_region,zone_2,6,6.0,0.0,False,10.57,baseline
order_0004073,OH,OH,Midwest,Midwest,same_state,zone_1,5,5.0,0.0,False,8.65,baseline
order_0004074,IL,WV,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,7.67,baseline
order_0004075,NY,PA,Northeast,Northeast,same_region,zone_2,7,7.0,0.0,False,6.23,baseline
order_0004076,OH,MT,Midwest,West,cross_region,zone_3,9,9.0,0.0,False,19.09,baseline
order_0004077,OK,SC,South,South,same_region,zone_2,7,7.0,0.0,False,10.5,baseline
order_0004078,CA,TN,West,South,cross_region,zone_3,9,8.0,0.0,False,7.32,baseline
order_0004079,MO,IL,Midwest,Midwest,same_region,zone_2,8,7.0,0.0,False,6.22,baseline
order_0004080,MO,WV,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,41.4,baseline
order_0004081,MS,DE,South,South,same_region,zone_2,6,6.0,0.0,False,13.4,baseline
order_0004082,CA,NY,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,9.6,baseline
order_0004083,TX,FL,South,South,same_region,zone_2,7,7.0,0.0,False,10.59,baseline
order_0004084,PA,PA,Northeast,Northeast,same_state,zone_1,5,4.0,0.0,False,10.55,baseline
order_0004085,TX,UT,South,West,cross_region,zone_3,9,9.0,0.0,False,8.38,baseline
order_0004086,CA,FL,West,South,cross_region,zone_3,10,10.0,0.0,False,30.1,baseline
order_0004087,TX,ID,South,West,cross_region,zone_3,10,10.0,0.0,False,8.67,baseline
order_0004088,FL,NY,South,Northeast,cross_region,zone_3,10,10.0,0.0,False,20.37,baseline
order_0004089,CA,IL,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,17.93,baseline
order_0004090,OH,IA,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,5.8,baseline
order_0004091,OR,CA,West,West,same_region,zone_2,7,7.0,0.0,False,18.63,baseline
order_0004092,TN,NY,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,21.44,baseline
order_0004093,AL,CA,South,West,cross_region,zone_3,9,9.0,0.0,False,7.68,baseline
order_0004094,TX,OH,South,Midwest,cross_region,zone_3,9,8.0,0.0,False,7.67,baseline
order_0004095,WA,TX,West,South,cross_region,zone_3,9,9.0,0.0,False,9.67,baseline
order_0004096,OH,CA,Midwest,West,cross_region,zone_3,10,10.0,0.0,False,37.9,baseline
order_0004097,GA,MI,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,10.15,baseline
order_0004098,LA,PA,South,Northeast,cross_region,zone_3,8,7.0,0.0,False,13.35,baseline
order_0004099,FL,TX,South,South,same_region,zone_2,7,7.0,0.0,False,6.16,baseline
order_0004100,NJ,FL,Northeast,South,cross_region,zone_3,10,14.0,4.0,True,8.89,baseline
order_0004101,NY,NY,Northeast,Northeast,same_state,zone_1,5,4.0,0.0,False,3.82,baseline
order_0004102,TX,OH,South,Midwest,cross_region,zone_3,10,10.0,0.0,False,10.3,baseline
order_0004103,TN,TX,South,South,same_region,zone_2,8,,,False,12.65,baseline
order_0004104,MO,KS,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,6.87,baseline
order_0004105,HI,IA,West,Midwest,remote,zone_4,11,12.0,1.0,True,12.58,baseline
order_0004106,IL,NH,Midwest,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.84,baseline
order_0004107,NJ,MD,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,12.97,baseline
order_0004108,NJ,NC,Northeast,South,cross_region,zone_3,9,9.0,0.0,False,12.3,baseline
order_0004109,IL,DE,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,9.21,baseline
order_0004110,MT,MI,West,Midwest,cross_region,zone_3,8,7.0,0.0,False,10.58,baseline
order_0004111,FL,OH,South,Midwest,cross_region,zone_3,9,13.0,4.0,True,8.87,baseline
order_0004112,WV,TX,South,South,same_region,zone_2,7,6.0,0.0,False,17.02,baseline
order_0004113,TX,CA,South,West,cross_region,zone_3,9,9.0,0.0,False,7.52,baseline
order_0004114,TX,WY,South,West,cross_region,zone_3,9,9.0,0.0,False,8.27,baseline
order_0004115,TN,DC,South,South,same_region,zone_2,6,,,False,13.02,baseline
order_0004116,CA,CA,West,West,same_state,zone_1,6,6.0,0.0,False,8.91,baseline
order_0004117,FL,CO,South,West,cross_region,zone_3,9,,,False,7.9,baseline
order_0004118,GA,HI,South,West,remote,zone_4,12,11.0,0.0,False,14.52,baseline
order_0004119,SC,AZ,South,West,cross_region,zone_3,9,8.0,0.0,False,17.75,baseline
order_0004120,AZ,NY,West,Northeast,cross_region,zone_3,8,8.0,0.0,False,8.63,baseline
order_0004121,WA,NY,West,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.61,baseline
order_0004122,TN,ME,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.29,baseline
order_0004123,FL,MN,South,Midwest,cross_region,zone_3,8,8.0,0.0,False,8.55,baseline
order_0004124,ID,OH,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,29.41,baseline
order_0004125,MI,MI,Midwest,Midwest,same_state,zone_1,6,,,False,4.48,baseline
order_0004126,DE,MA,South,Northeast,cross_region,zone_3,9,9.0,0.0,False,9.52,baseline
order_0004127,WA,CA,West,West,same_region,zone_2,7,7.0,0.0,False,11.51,baseline
order_0004128,HI,IL,West,Midwest,remote,zone_4,11,14.0,3.0,True,13.4,baseline
order_0004129,GA,PA,South,Northeast,cross_region,zone_3,9,8.0,0.0,False,8.61,baseline
order_0004130,RI,OH,Northeast,Midwest,cross_region,zone_3,10,13.0,3.0,True,9.12,baseline
order_0004131,MN,MI,Midwest,Midwest,same_region,zone_2,7,7.0,0.0,False,12.44,baseline
order_0004132,PA,FL,Northeast,South,cross_region,zone_3,9,8.0,0.0,False,11.36,baseline
order_0004133,WA,MA,West,Northeast,cross_region,zone_3,9,9.0,0.0,False,7.24,baseline
order_0004134,OH,TX,Midwest,South,cross_region,zone_3,9,9.0,0.0,False,15.41,baseline
order_0004135,LA,WY,South,West,cross_region,zone_3,9,8.0,0.0,False,33.32,baseline
order_0004136,TX,GA,South,South,same_region,zone_2,7,6.0,0.0,False,19.27,baseline
order_0004137,LA,CA,South,West,cross_region,zone_3,9,8.0,0.0,False,7.33,baseline
order_0004138,KY,MD,South,South,same_region,zone_2,7,6.0,0.0,False,9.24,baseline
order_0004139,CA,NC,West,South,cross_region,zone_3,9,9.0,0.0,False,15.61,baseline
order_0004140,ID,NM,West,West,same_region,zone_2,6,6.0,0.0,False,5.4,baseline
order_0004141,NM,IA,West,Midwest,cross_region,zone_3,9,9.0,0.0,False,8.26,baseline
order_0004142,NY,MO,Northeast,Midwest,cross_region,zone_3,9,8.0,0.0,False,7.95,baseline
order_0004143,FL,WI,South,Midwest,cross_region,zone_3,8,8.0,0.0,False,34.85,baseline
order_0004144,AK,MO,West,Midwest,remote,zone_4,12,12.0,0.0,False,17.83,baseline
